Institution,main_office,branch_name,branch_number,established_date,street_address,City,County,State,Zipcode,2010_Deposits,2011_Deposits,2012_Deposits,2013_Deposits,2014_Deposits,2015_Deposits,2016_Deposits,row_num
JPM Chase Bank,0,Ridgewood Branch,1228,1990-12-03,84 East Ridgewood Avenue East,Ridgewood,Bergen,NJ,7450,138603,136139,150815,164863,176316,187110,207432,1
JPM Chase Bank,0,Ridglea Branch,2283,1919-01-01,6351 Camp Bowie Boulevard,Fort Worth,Tarrant,TX,76116,67838,67594,75324,77857,83074,121595,126507,1
JPM Chase Bank,0,Ridgmar Branch,2337,1975-06-19,421 Alta Mere Road,Fort Worth,Tarrant,TX,76114,94444,92523,93059,93902,102725,116746,111115,1
JPM Chase Bank,0,River Edge Branch,1220,1981-06-13,686 Kinderkamack Road,River Edge,Bergen,NJ,7661,63783,61397,95897,105362,113821,127798,143351,1
JPM Chase Bank,0,River Grove Branch,1927,1994-11-10,3141 Thatcher Road,River Grove,Cook,IL,60171,24100,26143,29520,34281,37123,42533,46831,1
JPM Chase Bank,0,River Road-Campbell Avenue Branch,2485,1976-01-12,4398 North Campbell Avenue,Tucson,Pima,AZ,85718,124081,118419,123901,134514,130334,129822,138461,1
JPM Chase Bank,0,Riverdale Branch,20,1950-06-01,3775 Riverdale Avenue,Bronx,Bronx,NY,10463,304300,311508,330224,360791,367202,364435,387333,1
JPM Chase Bank,0,Riverdale North Branch,467,1963-04-29,5656 Riverdale Avenue,Bronx,Bronx,NY,10471,96722,102128,107326,118795,130364,127864,139053,1
JPM Chase Bank,0,Riverdale Pao Branch,1302,1997-07-01,3775 Riverdale Avenue,Bronx,Bronx,NY,10463,0,0,0,0,0,0,0,1
JPM Chase Bank,0,Riverhead Shopping Center Branch,204,1957-07-15,1450 Old Country Road,Riverhead,Suffolk,NY,11901,18110,22493,30425,34501,37364,42626,51220,1
JPM Chase Bank,0,Riverside Branch,1445,1994-04-06,5445 Almeda,Houston,Harris,TX,77004,38730,37048,43067,50436,51492,53839,60082,1
JPM Chase Bank,0,Riverview Branch,2783,1933-11-17,400 Riverview Drive,Benton Harbor,Berrien,MI,49022,53063,63730,61631,58099,61507,100606,64332,1
JPM Chase Bank,0,Robbins Road Branch,2793,1964-02-18,1001 Robbins Road,Grand Haven,Ottawa,MI,49417,40974,40054,37064,41024,38730,48556,53423,1
JPM Chase Bank,0,Rochdale Village Mall Branch,118,1963-12-26,165-40 Baisley Boulevard,Jamaica,Queens,NY,11434,79155,79979,79218,86187,92112,103283,111129,1
JPM Chase Bank,0,Rochester Branch,2666,1955-10-03,339 South Main Street,Rochester,Oakland,MI,48307,87699,90282,103946,111352,119582,121418,149631,1
JPM Chase Bank,0,Rochester Medical Center Branch,1085,1976-10-18,260 Crittenden Boulevard,Rochester,Monroe,NY,14642,93398,99784,108273,117540,125406,135468,142851,1
JPM Chase Bank,0,Rochester Small Bus Lending Branch,1119,1991-04-10,2300 Buffalo Road,Rochester,Monroe,NY,14624,0,0,0,0,0,0,0,1
JPM Chase Bank,0,Rockaway Park Branch,830,1800-01-01,257 Beach 116th St,Rockaway Park,Queens,NY,11694,135547,137276,136306,158206,154171,166746,188020,1
JPM Chase Bank,0,Rockford Branch,2805,1951-09-01,23 South Main Street,Rockford,Kent,MI,49341,53648,51587,51236,54730,58057,60495,82418,1
JPM Chase Bank,0,Rockford Downtown Branch,3159,1977-11-28,401 East State Street,Rockford,Winnebago,IL,61104,63852,59908,60351,60670,62366,69129,62501,1
JPM Chase Bank,0,Rockford North Main Branch,3160,1965-09-08,3699 North Main Street,Rockford,Winnebago,IL,61103,40190,41048,43726,48794,51965,53855,55564,1
JPM Chase Bank,0,Rockville Centre Branch,131,1963-06-04,10 North Village Avenue,Rockville Centre,Nassau,NY,11570,356382,372278,416956,446580,446229,471622,513718,1
JPM Chase Bank,0,Rockville Road Banking Center Branch,2944,1966-03-21,7336 Rockville Road,Indianapolis,Marion,IN,46214,58566,60694,66222,71056,71289,73194,80794,1
JPM Chase Bank,0,Rockwall Banking Center Branch,3337,2003-11-05,708 East Interstate 30,Rockwall,Rockwall,TX,75087,26264,32178,35479,39097,48218,52354,65612,1
JPM Chase Bank,0,Rockwell and 122nd Branch,3268,1984-08-10,12200 North Rockwell Avenue,Oklahoma City,Oklahoma,OK,73162,47387,49765,61272,68119,73875,79963,78946,1
JPM Chase Bank,0,Rocky River Banking Center Branch,1832,2004-02-16,21810 Center Ridge Road,Rocky River,Cuyahoga,OH,44116,37771,42171,48535,57806,65966,72394,79458,1
JPM Chase Bank,0,Roger Oracle Roads Branch,2475,1973-07-10,3939 North Oracle Road,Tucson,Pima,AZ,85705,51740,51389,54667,60336,57260,59608,58726,1
JPM Chase Bank,0,Rogers Park Branch,1874,1934-06-01,7015 North Western Avenue,Chicago,Cook,IL,60645,184714,189296,208394,224278,235316,252619,268911,1
JPM Chase Bank,0,Romeoville/Phelps Branch,1928,1970-03-02,50 Phelps Avenue,Romeoville,Will,IL,60446,58679,60810,64129,67028,70796,76514,80937,1
JPM Chase Bank,0,Roosevelt & Canal Jewel Branch,1996,1997-10-28,1340 South Canal Street,Chicago,Cook,IL,60607,34409,38308,42448,47563,51147,59384,61966,1
JPM Chase Bank,0,Roosevelt and 75th St Branch,818,1949-10-31,37-67 75th Street,Jackson Heights,Queens,NY,11372,131165,134820,134910,154188,172241,190912,216622,1
JPM Chase Bank,0,Roosevelt Branch,2157,1973-02-14,8923 Veterans Boulevard,Metairie,Jefferson,LA,70003,88594,95008,103090,109006,105958,110308,108838,1
JPM Chase Bank,0,Roosevelt Park Branch,2841,1890-01-01,2855 Henry Street,Muskegon,Muskegon,MI,49441,16138,17304,19506,25707,22311,67285,47559,1
JPM Chase Bank,0,Roscoe Branch,3161,1979-12-18,11440 Main St,Roscoe,Winnebago,IL,61073,60352,62652,67453,74806,77919,81732,87867,1
JPM Chase Bank,0,Roscommon Branch,2788,1907-05-18,701 Lake Street,Roscommon,Roscommon,MI,48653,48635,45897,56778,52860,48559,52350,58755,1
JPM Chase Bank,0,Rosedale Branch,986,1962-11-05,1214 Mamaroneck Avenue,White Plains,Westchester,NY,10605,95960,109729,104405,115799,115657,122953,127201,1
JPM Chase Bank,0,Rowlett Branch,2331,1974-04-25,3431 Highway 66,Rowlett,Dallas,TX,75088,91760,88039,102850,111175,117742,121204,140653,1
JPM Chase Bank,0,Royal-Bienville Branch,2133,1933-05-22,240 Royal Street,New Orleans,Orleans,LA,70130,37220,45845,45451,49743,53744,50828,59780,1
JPM Chase Bank,0,Rufe Snow Branch,2388,1996-06-30,6624 Watauga Road,Watauga,Tarrant,TX,76148,36317,38412,43664,49824,50384,53393,59121,1
JPM Chase Bank,0,Rural and Baseline Branch,2471,1973-01-02,4714 South Rural Road,Tempe,Maricopa,AZ,85282,140184,159115,149477,163969,163378,161917,180369,1
JPM Chase Bank,0,Ruston Main Branch,2119,1890-07-07,400 North Trenton Street,Ruston,Lincoln,LA,71270,66769,71393,73716,63282,62409,70303,70968,1
JPM Chase Bank,0,Ryan Street Branch,2127,1988-06-30,3701 Ryan Street,Lake Charles,Calcasieu,LA,70605,36348,41113,43390,47499,51760,55273,58911,1
JPM Chase Bank,0,Rye Branch,984,1960-08-01,73 Purchase Street,Rye,Westchester,NY,10580,404657,487229,564822,559820,537901,504208,565624,1
JPM Chase Bank,0,Saddle Rock Branch,3306,2002-09-23,22860 East Smoky Hill Road,Aurora,Arapahoe,CO,80016,21242,35060,45202,53484,55223,58958,77258,1
JPM Chase Bank,0,Safford Branch,2438,1899-01-01,321 West Main Street,Safford,Graham,AZ,85546,104308,103406,110504,112276,122715,126474,124318,1
JPM Chase Bank,0,Sagamore Branch,2980,1952-11-20,3420 State Road 26 East,Lafayette,Tippecanoe,IN,47905,50858,54267,59810,67459,72765,79732,84962,1
JPM Chase Bank,0,Salem Branch,1664,1846-01-01,123 North Broadway,Salem,Columbiana,OH,44460,37301,38104,41737,45985,52991,54057,62607,1
JPM Chase Bank,0,Salem Trotwood Branch,1754,1963-08-19,5511 Salem Avenue,Dayton,Montgomery,OH,45426,22787,22220,24965,25167,24475,26084,26208,1
JPM Chase Bank,0,San Antonio Downtown Branch,2271,1891-03-02,105 South St Marys Street,San Antonio,Bexar,TX,78205,246188,274490,295770,329225,370019,253424,348090,1
JPM Chase Bank,0,San Felipe Branch,2251,1974-10-07,5599 San Felipe Street,Houston,Harris,TX,77056,175451,204159,207362,230000,245521,252797,253513,1
JPM Chase Bank,0,San Luis Branch,2439,1964-04-06,623 North Main Street,San Luis,Yuma,AZ,85349,91421,88603,87296,89722,84489,77663,86777,1
JPM Chase Bank,0,San Marcelo Branch,1373,1944-05-10,1475 Ruben M. Torres Boulevard,Brownsville,Cameron,TX,78521,226389,243823,252886,262957,245804,269636,239907,1
JPM Chase Bank,0,San Pedro Branch,2309,1927-01-01,4011 San Pedro Avenue,San Antonio,Bexar,TX,78212,61602,60808,60889,61192,63666,62823,69439,1
JPM Chase Bank,0,Sandy South Towne Branch,2606,1987-01-27,10620 South State Street,Sandy,Salt Lake,UT,84070,54381,43697,48596,59382,70652,71476,78398,1
JPM Chase Bank,0,Sarasota Downtown Branch,2408,1991-07-08,"240 North Washington Boulevard, Suite 100",Sarasota,Sarasota,FL,34236,66923,59426,64528,72782,73259,82169,82837,1
JPM Chase Bank,0,Sauganash Branch,1926,1989-11-01,4145 West Peterson,Chicago,Cook,IL,60646,168454,180510,193953,215891,226677,245013,267182,1
JPM Chase Bank,0,Sauk Creek Branch,2925,1988-11-28,602 North High Point Road,Madison,Dane,WI,53717,72003,81172,94767,126375,144222,157759,195381,1
JPM Chase Bank,0,Sawmill Branch,1547,1988-01-15,3800 Tuller Road,Dublin,Franklin,OH,43017,87192,99684,115551,121327,126628,134498,149244,1
JPM Chase Bank,0,Scarsdale Central Park Branch,568,1967-01-09,"660 Central Park Avenue, #662",Scarsdale,Westchester,NY,10583,124751,113163,125218,134956,136289,137138,203636,1
JPM Chase Bank,0,Schaumburg-Meacham Branch,1960,1988-01-01,600 North Meacham Road,Schaumburg,Cook,IL,60173,238740,262288,290866,346295,417165,473829,507672,1
JPM Chase Bank,0,Schererville Branch,3081,1990-04-14,1801 Kennedy Avenue,Schererville,Lake,IN,46375,40834,42026,48761,56555,61934,67443,78929,1
JPM Chase Bank,0,Schiller Park Branch,1894,1987-04-02,9320 W. Irving Park Rd,Schiller Park,Cook,IL,60176,89249,99989,116968,137197,144141,155872,175592,1
JPM Chase Bank,0,Schoenherr-14 Mile Branch,2674,1966-07-28,33051 Schoenherr Road,Sterling Heights,Macomb,MI,48312,119750,118715,124349,130387,132715,130757,139788,1
JPM Chase Bank,0,Scott Branch,1963,1934-12-13,120 North Scott Street,Joliet,Will,IL,60432,52781,52872,53810,49631,51050,57161,61470,1
JPM Chase Bank,0,Scott Branch,2098,1965-03-20,5720 Cameron Street,Scott,Lafayette,LA,70583,47855,50723,55684,64749,69674,69487,73286,1
JPM Chase Bank,0,Scottsburg Branch,3226,1973-11-12,913 West Mcclain Avenue,Scottsburg,Scott,IN,47170,26117,25163,27940,28492,29116,28704,32603,1
JPM Chase Bank,0,Scottsdale Branch,2441,1958-11-03,4031 North Scottsdale Road,Scottsdale,Maricopa,AZ,85251,176970,160512,157239,176842,206114,217906,216429,1
JPM Chase Bank,0,Scottsdale Grayhawk Branch,3303,2002-12-16,20871 North Scottsdale Road,Scottsdale,Maricopa,AZ,85255,70163,77272,89516,115350,129791,126004,158034,1
JPM Chase Bank,0,Scottsdale Road-Shea Blvd. Branch,2440,1964-12-07,10350 North Scottsdale Road,Scottsdale,Maricopa,AZ,85253,112020,116497,122311,129934,142041,143649,157065,1
JPM Chase Bank,0,Scottsville Branch,1109,1960-11-09,1 Rochester Street,Scottsville,Monroe,NY,14546,23868,26498,29740,32459,37747,38691,36928,1
JPM Chase Bank,0,Seaford Branch,207,1958-05-26,3875 Merrick Road,Seaford,Nassau,NY,11783,166917,161700,165219,178338,177770,176259,196502,1
JPM Chase Bank,0,Second and Capitol Drive-Up Branch,2858,1979-06-18,211 West Capitol Drive,Milwaukee,Milwaukee,WI,53212,0,0,0,0,0,0,0,1
JPM Chase Bank,0,Second Ave and 106th St Branch,783,1962-12-01,2065 2nd Avenue,New York City,New York,NY,10029,68847,72589,73299,85176,91692,86872,89983,1
JPM Chase Bank,0,Second Avenue & 86th Street Branch,854,1970-11-24,244 East 86th Street,New York City,New York,NY,10028,196488,206148,218109,239303,280880,302522,308081,1
JPM Chase Bank,0,Second Avenue Branch,2090,1952-09-16,1530 Broad Street,Lake Charles,Calcasieu,LA,70601,19609,18265,19049,19577,21521,26418,26300,1
JPM Chase Bank,0,Sedona-Southwest Drive Branch,2483,1975-06-02,1300 W Highway 89a,Sedona,Yavapai,AZ,86336,74353,80289,99883,139229,110311,119390,130509,1
JPM Chase Bank,0,Selden Branch,703,1977-06-28,999 Middle Country Road,Selden,Suffolk,NY,11784,168099,176965,180208,203190,202476,204596,220089,1
JPM Chase Bank,0,Select Direct I Branch,1016,1989-08-01,"1 Chase Manhattan Plaza, 33rd Floor",New York City,New York,NY,10005,165,158,162,139,133,118,157,1
JPM Chase Bank,0,Select Direct II Branch,1255,1997-07-01,"1 Chase Manhattan Plaza, 33rd Floor",New York City,New York,NY,10005,3737,4173,4105,3105,3517,3522,3352,1
JPM Chase Bank,0,Seven Hills Branch,1597,1988-07-02,7703 Broadview Road,Seven Hills,Cuyahoga,OH,44131,59255,61641,67842,72628,78163,86217,95112,1
JPM Chase Bank,0,Seven Mile Winthrop Branch,2639,1949-08-15,15633 West Seven Mile Road,Detroit,Wayne,MI,48235,24752,23449,24481,24935,24812,57279,57925,1
JPM Chase Bank,0,Seventh North Branch,1047,1962-05-21,424 7th North Street,Liverpool,Onondaga,NY,13088,57153,55180,58549,62972,69984,70919,79894,1
JPM Chase Bank,0,Seventh Street - Bell Road Branch,2525,1986-06-23,701 East Bell Road,Phoenix,Maricopa,AZ,85022,86144,92074,104936,118067,112031,118090,140368,1
JPM Chase Bank,0,Severn Branch,2159,1973-03-01,3420 Severn Avenue,Metairie,Jefferson,LA,70002,111140,134164,128289,139275,151852,145784,192103,1
JPM Chase Bank,0,Seymour Branch,2915,1903-01-10,222 South Main Street,Seymour,Outagamie,WI,54165,32114,30159,30073,31627,32112,33085,32463,1
JPM Chase Bank,0,Shadeland and 75th Branch,2956,1987-01-12,7491 North Shadeland Avenue,Indianapolis,Marion,IN,46250,48825,50197,60148,64812,67293,73421,83236,1
JPM Chase Bank,0,Shadeland Avenue Branch,3015,1959-12-02,3030 North Shadeland Avenue,Indianapolis,Marion,IN,46226,17320,17915,19110,19061,20029,21653,20564,1
JPM Chase Bank,0,Shady Oaks Branch,1942,1991-04-08,500 North Shady Oaks Drive,Elgin,Cook,IL,60120,69211,73577,82045,86629,92133,102850,110856,1
JPM Chase Bank,0,Shadyside Branch,1823,1953-05-02,4001 Central Avenue,Shadyside,Belmont,OH,43947,17934,16629,20000,20227,24359,25317,25375,1
JPM Chase Bank,0,Shawnee Branch,1734,1973-09-12,2665 Fort Amanda Road,Lima,Allen,OH,45804,44757,44840,52503,52730,54873,62048,99855,1
JPM Chase Bank,0,Shea Boulevard and 90th St Branch,2526,1986-06-30,8999 East Shea Boulevard,Scottsdale,Maricopa,AZ,85260,147928,174246,191184,200432,225536,239827,267816,1
JPM Chase Bank,0,Sheepshead Bay Branch,504,1930-01-20,2623 East 17th Street,Brooklyn,Kings,NY,11235,169563,189151,207809,225472,253619,260294,319154,1
JPM Chase Bank,0,Shelby Branch,3202,1854-01-01,1224 South Shelby Street,Louisville,Jefferson,KY,40203,17985,16398,17627,16507,17056,31426,31077,1
JPM Chase Bank,0,Shelby Street Branch,3012,1947-03-26,2359 Shelby Street,Indianapolis,Marion,IN,46203,22137,21936,22822,23125,26053,27762,25399,1
JPM Chase Bank,0,Shelbyville Main Branch,2954,1855-01-01,49 Public Square,Shelbyville,Shelby,IN,46176,45222,39983,43717,45869,43721,47718,51535,1
JPM Chase Bank,0,Shelton Branch,1155,1982-07-10,675 Bridgeport Avenue,Shelton,Fairfield,CT,6484,67941,62727,69288,70702,85380,82786,93207,1
JPM Chase Bank,0,Shenandoah Branch,2071,1977-05-16,6170 Jones Creek Road,Baton Rouge,East Baton Rouge,LA,70817,43897,43457,47956,54836,58624,69056,74672,1
JPM Chase Bank,0,Sheridan and 66th Branch,3283,1987-01-20,6660 South Sheridan Road,Tulsa,Tulsa,OK,74133,37309,38240,40130,41694,45269,48599,51331,1
JPM Chase Bank,0,Sheridan Square Branch,82,1920-01-03,204 West Fourth Street,New York City,New York,NY,10014,307978,323295,339057,387560,398346,440728,454616,1
JPM Chase Bank,0,Sherman Branch,2275,1872-09-28,200 North Travis Street,Sherman,Grayson,TX,75090,111534,114633,118608,124292,128116,138753,154159,1
JPM Chase Bank,0,Sherwood Forest Branch,2204,1969-11-05,1818 South Sherwood Forest Boulevard,Baton Rouge,East Baton Rouge,LA,70816,38944,35981,39308,43267,44832,46677,53729,1
JPM Chase Bank,0,Shively Banking Center Branch,3258,2002-03-11,3901 Seventh Street Road,Louisville,Jefferson,KY,40216,50581,50949,51498,50928,51169,51207,53999,1
JPM Chase Bank,0,Shoenherr 23 Mile Branch,3146,2002-06-21,13436 23 Mile Rd,Shelby Township,Macomb,MI,48315,60418,62824,76348,93062,98692,111553,127433,1
JPM Chase Bank,0,Shoregate Branch,1578,1955-11-21,295 Shoregate Mall,Willowick,Lake,OH,44095,71505,73502,74710,76771,78035,80759,87698,1
JPM Chase Bank,0,Shoreway Branch,1601,1958-09-25,4100 East Lake Road,Sheffield Lake,Lorain,OH,44054,19384,20046,21116,23173,24119,25741,27561,1
JPM Chase Bank,0,Shorewood Branch,1967,1934-12-13,906 West Jefferson Street,Shorewood,Will,IL,60404,63762,74438,77568,80813,99774,110944,152461,1
JPM Chase Bank,0,Short Hills Branch,1213,1963-12-23,800 Morris Turnpike,Short Hills,Essex,NJ,7078,202419,211621,209057,231591,249486,267784,281142,1
JPM Chase Bank,0,Short North Branch,1572,1995-06-25,677 North High Street,Columbus,Franklin,OH,43215,48560,46832,51622,58722,64234,226695,86324,1
JPM Chase Bank,0,Show Low Branch,2442,1956-03-05,400 N White Mountan Road,Show Low,Navajo,AZ,85901,73246,72264,90542,86041,99891,109921,120549,1
JPM Chase Bank,0,Shreveport Main Branch,2058,1910-10-03,400 Texas Street,Shreveport,Caddo,LA,71101,208951,203941,340274,358625,405819,609046,550378,1
JPM Chase Bank,0,Sidney Main Branch,1726,1870-01-01,134 E Poplar Streets,Sidney,Shelby,OH,45365,109912,107818,114962,118254,118820,122564,127510,1
JPM Chase Bank,0,Siegen Lane Branch,2072,1978-06-19,8751 Siegan Lane,Baton Rouge,East Baton Rouge,LA,70810,68852,74868,87309,106409,111722,122241,127793,1
JPM Chase Bank,0,Sierra Vista-Buena Branch,2494,1978-05-01,3932 East Fry Boulevard,Sierra Vista,Cochise,AZ,85635,97125,98237,113507,118892,126884,189748,190815,1
JPM Chase Bank,0,Silverlake Branch,1521,2003-11-17,10611 Broadway Street,Pearland,Brazoria,TX,77584,91339,102196,108049,123550,136450,151584,159402,1
JPM Chase Bank,0,Simonton Lake Branch,3003,1975-11-10,3530 Cassopolis Street,Elkhart,Elkhart,IN,46514,36775,35526,35986,46157,51139,56980,69937,1
JPM Chase Bank,0,Six Mile-Inkster Branch,2665,1962-09-10,27275 West Six Mile Road,Redford,Wayne,MI,48240,87707,82261,79693,84292,83488,88662,143876,1
JPM Chase Bank,0,Sixth Avenue and 23rd St Branch,172,1975-01-06,71 West 23rd Street,New York City,New York,NY,10010,198983,217332,256321,283391,300821,326825,400764,1
JPM Chase Bank,0,Skokie Touhy Branch,3328,2003-08-20,5550 West Touhy Avenue,Skokie,Cook,IL,60077,60645,66684,75550,84567,97043,103543,111291,1
JPM Chase Bank,0,Slidell Branch,2147,1988-04-06,350 Gause Boulevard,Slidell,St. Tammany,LA,70458,102893,104215,111723,115275,113640,120274,122000,1
JPM Chase Bank,0,Smithtown Branch,272,1956-01-12,42 West Main Street,Smithtown,Suffolk,NY,11787,185851,190827,197592,220513,223066,242579,279616,1
JPM Chase Bank,0,So. Crawfordsville Bkg. Ctr. Branch,2994,1998-09-12,1550 South Washington Street,Crawfordsville,Montgomery,IN,47933,10634,12247,14215,17101,18432,18532,18755,1
JPM Chase Bank,0,Soho Branch,42,1954-10-18,525 Broadway,New York City,New York,NY,10012,286082,320252,344141,385854,488886,508122,615029,1
JPM Chase Bank,0,Somers Branch,989,1974-10-31,265 Route 202,Somers,Westchester,NY,10589,74104,80677,83250,92946,100280,99053,106625,1
JPM Chase Bank,0,Somerset Branch,2844,1993-05-24,2155 West Big Beaver Road,Troy,Oakland,MI,48084,166197,191430,228825,227302,247469,268672,334056,1
JPM Chase Bank,0,South Arlington Branch,1444,1994-06-27,4828 South Cooper Street,Arlington,Tarrant,TX,76017,69682,74989,83284,87050,80238,80009,88606,1
JPM Chase Bank,0,South Belt Branch,1341,1979-11-01,11222 South Belt Drive,Houston,Harris,TX,77089,124462,119011,131050,145393,151805,153600,166677,1
JPM Chase Bank,0,South Bossier Branch,2125,1975-10-01,4330 Barksdale Boulevard,Bossier City,Bossier,LA,71112,42486,46020,48131,48986,49363,51918,55070,1
JPM Chase Bank,0,South Carrier Parkway Branch,3143,2001-12-13,"4146 S Carrier Pkwy, Ste 614",Grand Prairie,Dallas,TX,75052,24875,27683,26987,29931,30742,42515,37133,1
JPM Chase Bank,0,South Centerville Branch,1766,1978-06-14,869 South Main Street,Centerville,Montgomery,OH,45458,59627,55652,63865,72093,74011,77362,87833,1
JPM Chase Bank,0,South Charleston Branch,1805,1919-01-01,505 D Street,South Charleston,Kanawha,WV,25303,45998,47598,51177,51832,56432,59690,58192,1
JPM Chase Bank,0,South Cooper Branch,2325,1992-10-26,1801 Southwest Green Oaks Boulevard,Arlington,Tarrant,TX,76017,85360,93245,104351,114893,122541,132763,146144,1
JPM Chase Bank,0,South Hills Branch,1806,1983-09-28,1001 Bridge Road,Charleston,Kanawha,WV,25314,23905,23255,30382,28187,29272,28058,28127,1
JPM Chase Bank,0,South Huntington Branch,211,1962-07-14,55 W Jericho Tpke,Huntington Station,Suffolk,NY,11746,170273,166491,188734,194858,203226,212423,221615,1
JPM Chase Bank,0,South Meridian Branch,3021,1971-05-27,8120 South Meridian Street,Indianapolis,Marion,IN,46217,81744,83287,90645,95793,96900,100463,107215,1
JPM Chase Bank,0,South Meridian Drive-Up Branch,2947,1971-04-26,8005 South Meridian Street,Indianapolis,Marion,IN,46217,0,0,0,0,0,0,0,1
JPM Chase Bank,0,South Mountain Branch,2467,1972-04-24,6240 South Central Avenue,Phoenix,Maricopa,AZ,85040,51602,51253,54268,59667,63989,64598,64443,1
JPM Chase Bank,0,South Norwalk Branch,1143,1957-08-05,50 Washington Street,Norwalk,Fairfield,CT,6854,32356,33316,36294,40144,38526,40447,44791,1
JPM Chase Bank,0,South Pennsylvania Branch,2737,1978-01-18,6015 South Pennsylvania Avenue,Lansing,Ingham,MI,48911,26530,25798,32574,32882,33589,34229,41398,1
JPM Chase Bank,0,South Post Oak Branch,1448,1995-06-05,12401 South Post Oak Road,Houston,Harris,TX,77045,27813,50630,47301,40801,40671,43127,64384,1
JPM Chase Bank,0,South Preston Royal Branch,1386,1963-08-10,10729 Preston Road,Dallas,Dallas,TX,75230,207208,222472,219214,242575,273577,312048,318909,1
JPM Chase Bank,0,South Salt Lake Branch,2602,1982-08-09,2610 South State Street,Salt Lake City,Salt Lake,UT,84115,194595,148279,145309,177358,200579,208934,192046,1
JPM Chase Bank,0,South Sherwood Forest Branch,2070,1976-09-07,3554 Sherwood Forest Boulevard,Baton Rouge,East Baton Rouge,LA,70816,64056,66085,71503,78373,79374,84808,86580,1
JPM Chase Bank,0,South Street Branch,1194,1982-01-04,225 South Street,Morristown,Morris,NJ,7960,139938,145111,160261,237528,248854,286115,320458,1
JPM Chase Bank,0,South Tucson Branch,2443,1952-11-17,1818 South 6th Avenue,Tucson,Pima,AZ,85713,25398,26887,28342,30764,29228,30044,32473,1
JPM Chase Bank,0,South Valley Stream Branch,842,1966-11-01,930 Rosedale Road,Valley Stream,Nassau,NY,11581,104107,104985,106264,118691,121118,135792,147637,1
JPM Chase Bank,0,South Western and 119th Branch,3280,1993-11-30,11920 South Western Avenue,Oklahoma City,Cleveland,OK,73170,36348,41598,47564,58932,57591,62055,66331,1
JPM Chase Bank,0,South Wilton Branch,1150,1969-09-27,34 Danbury Road,Wilton,Fairfield,CT,6897,79170,83522,84900,110853,110466,106259,108628,1
JPM Chase Bank,0,Southampton Drive-In Branch,1304,1997-07-01,66 Nugent Street,Southampton,Suffolk,NY,11968,0,0,0,0,0,0,0,1
JPM Chase Bank,0,Southampton Driveup Branch,209,1963-03-18,66 Nugent St,Southampton,Suffolk,NY,11968,181336,185736,205727,244476,286428,354528,377210,1
JPM Chase Bank,0,Southeast Branch,1332,1971-06-21,7545 Bellfort Street,Houston,Harris,TX,77061,96343,96459,101798,108529,110376,114923,117235,1
JPM Chase Bank,0,Southeast Mlk Jr Branch,2191,1981-09-28,1800 Martin Luther King Jr Drive,Monroe,Ouachita,LA,71202,12372,12661,13414,13569,14661,14555,30666,1
JPM Chase Bank,0,Southeast Oak Cliff Branch,1452,1995-10-23,4435 South Lancaster,Dallas,Dallas,TX,75216,10888,12131,14454,17021,17668,23021,24278,1
JPM Chase Bank,0,Southeastern Avenue Branch,2931,1957-06-26,3000 Southeastern Avenue,Indianapolis,Marion,IN,46203,20490,19651,20521,20581,20267,20682,22224,1
JPM Chase Bank,0,Southern and 48th Street Branch,2484,1975-12-15,2528 West Southern Avenue,Tempe,Maricopa,AZ,85282,47368,43123,45287,48258,49935,49841,51939,1
JPM Chase Bank,0,Southern Branch,3018,1956-08-22,3721 South East Street,Indianapolis,Marion,IN,46227,141659,190735,185039,181781,70932,74930,76988,1
JPM Chase Bank,0,Southern Hills Shreveport Branch,2051,1976-03-12,9096 Mansfield Road,Shreveport,Caddo,LA,71118,53581,57345,60005,61571,62904,60170,61253,1
JPM Chase Bank,0,Southfield Albertson's Branch,2122,1993-11-17,105 Southfield Road,Shreveport,Caddo,LA,71105,16967,17776,19880,18842,19482,19979,20989,1
JPM Chase Bank,0,Southfield-Eleven Mile Branch,2654,1956-01-27,18100 West Eleven Mile Road,Lathrup Village,Oakland,MI,48076,87056,96201,102696,105589,109674,118508,132612,1
JPM Chase Bank,0,Southfield-Warren Branch,2635,1952-12-08,17733 West Warren Avenue,Detroit,Wayne,MI,48228,34080,35293,35281,33852,33585,32150,35164,1
JPM Chase Bank,0,Southgate Northfield Branch,1589,1967-12-11,5435 Northfield Road,Bedford Heights,Cuyahoga,OH,44146,12174,12932,15946,18078,18100,20628,21836,1
JPM Chase Bank,0,Southgate Pettit Branch,3062,1956-03-16,204 East Pettit Avenue,Fort Wayne,Allen,IN,46806,33467,32685,34732,53928,54673,54488,55732,1
JPM Chase Bank,0,Southland Mall Branch,2085,1970-07-13,5977 West Park Avenue,Houma,Terrebonne,LA,70364,50331,53825,59468,63161,63989,65027,63753,1
JPM Chase Bank,0,Southpark Branch,2103,1981-11-09,225 Southpark Road,Lafayette,Lafayette,LA,70508,55161,59729,71160,74299,85633,93231,97980,1
JPM Chase Bank,0,Southpark Branch,2274,1978-09-05,2130 S.W. Military Drive,San Antonio,Bexar,TX,78224,29724,30703,63180,37782,41737,45538,46406,1
JPM Chase Bank,0,Southport Branch,2940,1957-11-01,7001 South Madison Avenue,Indianapolis,Marion,IN,46227,47315,47714,51326,52357,54503,56132,58329,1
